0	50	1
0	51	1
0	52	1
0	53	1
0	54	1
0	55	1
0	56	1
1	50	1
1	57	1
1	53	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	63	1
1	64	1
1	65	1
1	56	1
2	50	1
2	66	1
2	53	1
2	67	1
2	68	1
2	69	1
2	56	1
3	52	1
3	53	1
3	70	1
3	71	1
3	72	1
3	55	1
3	73	1
3	74	1
4	57	1
4	75	1
4	51	1
4	52	1
4	70	1
4	54	1
4	56	1
5	57	1
5	52	1
5	70	1
5	72	1
5	68	1
6	57	1
6	75	1
6	66	1
6	52	1
6	67	1
6	68	1
6	55	1
6	73	1
7	54	1
7	56	1
8	51	1
8	53	1
8	69	1
8	76	1
8	58	1
8	65	1
9	77	1
9	50	1
9	71	1
9	69	1
9	78	1
10	51	1
10	52	1
10	54	1
10	71	1
10	55	1
10	58	1
10	78	1
10	56	1
11	57	1
11	75	1
11	51	1
11	67	1
11	54	1
11	55	1
11	69	1
11	76	1
12	51	1
12	67	1
12	69	1
12	59	1
12	79	1
12	61	1
12	74	1
12	80	1
12	81	1
12	82	1
12	63	1
12	64	1
12	83	1
12	84	1
12	85	1
13	57	1
13	51	1
13	53	1
13	67	1
13	71	1
13	55	1
13	83	1
14	67	1
14	55	1
14	69	1
14	58	1
14	78	1
15	77	1
15	51	1
15	68	1
15	69	1
15	85	1
16	77	1
16	75	1
16	51	1
16	52	1
16	73	1
16	74	1
17	77	1
17	66	1
17	67	1
17	72	1
17	68	1
17	59	1
17	62	1
18	77	1
18	51	1
18	52	1
18	68	1
18	55	1
18	69	1
18	58	1
18	78	1
18	86	1
19	50	1
19	75	1
19	55	1
19	87	1
19	56	1
20	50	1
20	57	1
20	75	1
20	51	1
20	52	1
20	53	1
20	71	1
20	68	1
20	73	1
20	58	1
21	88	1
21	60	1
21	79	1
21	89	1
21	62	1
21	56	1
22	88	1
22	60	1
22	90	1
22	62	1
22	91	1
23	57	1
23	54	1
23	69	1
23	89	1
23	84	1
24	92	1
24	86	1
24	89	1
24	90	1
24	62	1
24	93	1
24	56	1
25	54	1
25	55	1
25	69	1
25	88	1
25	94	1
25	60	1
25	79	1
25	90	1
25	93	1
25	56	1
26	55	1
26	69	1
26	88	1
26	94	1
26	92	1
26	79	1
26	86	1
26	95	1
26	96	1
26	56	1
27	75	1
27	78	1
27	94	1
27	60	1
27	97	1
28	54	1
28	55	1
28	94	1
28	86	1
28	90	1
28	61	1
29	69	1
29	62	1
30	92	1
30	79	1
30	97	1
30	62	1
31	54	1
31	69	1
31	94	1
31	92	1
31	90	1
31	61	1
31	56	1
32	58	1
32	59	1
32	86	1
32	95	1
33	55	1
33	69	1
33	94	1
33	92	1
33	89	1
34	55	1
34	69	1
34	60	1
34	90	1
34	61	1
34	91	1
35	69	1
35	91	1
35	87	1
35	83	1
36	66	1
36	54	1
36	55	1
36	79	1
36	74	1
36	81	1
36	96	1
36	87	1
36	82	1
36	84	1
37	69	1
37	98	1
37	74	1
37	63	1
37	64	1
37	84	1
38	54	1
38	80	1
38	83	1
38	84	1
38	85	1
39	50	1
39	51	1
39	66	1
39	53	1
39	72	1
39	68	1
39	69	1
39	78	1
39	92	1
39	59	1
39	61	1
39	87	1
39	83	1
39	85	1
40	57	1
40	55	1
40	69	1
40	82	1
40	63	1
40	65	1
41	69	1
41	91	1
41	65	1
42	55	1
42	91	1
42	87	1
43	61	1
43	98	1
43	74	1
43	82	1
43	56	1
44	57	1
44	52	1
44	70	1
44	54	1
44	72	1
44	68	1
44	55	1
44	94	1
44	59	1
44	60	1
44	97	1
44	95	1
44	81	1
44	96	1
44	65	1
44	56	1
44	85	1
45	55	1
45	74	1
45	81	1
45	96	1
45	87	1
45	63	1
45	85	1
46	96	1
46	87	1
46	65	1
46	84	1
47	54	1
47	92	1
47	74	1
47	63	1
47	99	1
47	83	1
47	56	1
47	85	1
48	54	1
48	71	1
48	91	1
48	96	1
48	87	1
48	99	1
49	69	1
49	81	1
49	64	1
